srr	condition_type	treatment	conc_intens	start_time	end_time	time_unit
SRR915734	treatment	17-beta-estradiol	10 nM	-1	0	hr
SRR8483105	vehicle	ethanol	NA or not known	-1	0	hr
SRR8483106	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR8483107	vehicle	ethanol	NA or not known	-1	0	hr
SRR8483108	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR8483109	vehicle	ethanol	NA or not known	-1	0	hr
SRR8483110	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR1145801	no treatment					
SRR1145808	treatment	pancreatic differentiation protocol	NA or not known	-2	0	day
SRR1145815	treatment	pancreatic differentiation protocol	NA or not known	-5	0	day
SRR1145822	treatment	pancreatic differentiation protocol	NA or not known	-7	0	day
SRR1145829	treatment	pancreatic differentiation protocol	NA or not known	-10	0	day
SRR8795359	no treatment					
SRR8795360	no treatment					
SRR8795361	no treatment					
SRR8795362	no treatment					
SRR8795363	no treatment					
SRR8795364	no treatment					
SRR8795365	no treatment					
SRR8795366	no treatment					
SRR8795367	no treatment					
SRR8795368	no treatment					
SRR8795369	no treatment					
SRR8795370	no treatment					
SRR8795371	no treatment					
SRR8795372	no treatment					
SRR8795373	no treatment					
SRR8795374	no treatment					
SRR8795375	no treatment					
SRR8795376	no treatment					
SRR8795377	no treatment					
SRR8795378	no treatment					
SRR8795379	no treatment					
SRR8795380	no treatment					
SRR8795381	no treatment					
SRR8795382	no treatment					
SRR8795383	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795384	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795385	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795386	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795387	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795388	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795389	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795390	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795391	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795392	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795393	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795394	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795395	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795396	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795397	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795398	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795399	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795400	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795401	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795402	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795403	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795404	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795405	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795406	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795407	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795408	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795409	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795410	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795411	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795412	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795413	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795414	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795415	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795416	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795417	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795418	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795419	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795420	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795421	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795422	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795423	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795424	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795425	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795426	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795427	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795428	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795429	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795430	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795431	no treatment					
SRR8795432	no treatment					
SRR8795433	no treatment					
SRR8795434	no treatment					
SRR8795435	no treatment					
SRR8795436	no treatment					
SRR8795437	no treatment					
SRR8795438	no treatment					
SRR8795439	no treatment					
SRR8795440	no treatment					
SRR8795441	no treatment					
SRR8795442	no treatment					
SRR8795443	no treatment					
SRR8795444	no treatment					
SRR8795445	no treatment					
SRR8795446	no treatment					
SRR8795447	no treatment					
SRR8795448	no treatment					
SRR8795449	no treatment					
SRR8795450	no treatment					
SRR8795451	no treatment					
SRR8795452	no treatment					
SRR8795453	no treatment					
SRR8795454	no treatment					
SRR8795455	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795456	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795457	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795458	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795459	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795460	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795461	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795462	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795463	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795464	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795465	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795466	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795467	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795468	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795469	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795470	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795471	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795472	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795473	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795474	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795475	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795476	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795477	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795478	treatment	5-aza-2'-deoxycytidine	880 nM	-2	0	day
SRR8795479	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795480	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795481	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795482	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795483	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795484	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795485	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795486	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795487	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795488	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795489	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795490	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795491	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795492	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795493	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795494	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795495	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795496	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795497	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795498	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795499	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795500	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795501	treatment	doxycycline	1 microg/mL	-2	0	day
SRR8795502	treatment	doxycycline	1 microg/mL	-2	0	day
SRR3004197	treatment	ethynyl uridine	200 microM	-1	0	hr
SRR3004198	treatment	ethynyl uridine	200 microM	-1	0	hr
SRR3004199	treatment	ethynyl uridine	200 microM	-1	0	hr
SRR3004200	treatment	ethynyl uridine	200 microM	-1	0	hr
SRR354085	no treatment					
SRR354086	no treatment					
SRR354087	no treatment					
SRR354088	no treatment					
SRR354089	no treatment					
SRR354090	no treatment					
SRR354091	no treatment					
SRR354095	treatment	heat shock	39 Celsius	-20	0	min
SRR354096	treatment	heat shock	39 Celsius	-20	0	min
SRR354097	treatment	heat shock	39 Celsius	-20	0	min
SRR354098	treatment	heat shock	39 Celsius	-20	0	min
SRR354099	treatment	heat shock	39 Celsius	-20	0	min
SRR354100	treatment	heat shock	39 Celsius	-20	0	min
SRR354101	treatment	heat shock	39 Celsius	-20	0	min
SRR354102	treatment	heat shock	39 Celsius	-20	0	min
SRR354106	no treatment					
SRR6205688	no treatment					
SRR6205689	treatment	replicatively passaging until senescent	NA or not known			
SRR6661079	no treatment					
SRR6661080	no treatment					
SRR6661081	no treatment					
SRR6661082	no treatment					
SRR6661083	no treatment					
SRR6661084	no treatment					
SRR6661085	no treatment					
SRR6661086	no treatment					
SRR6661087	no treatment					
SRR6661088	no treatment					
SRR7518304	no treatment					
SRR7518305	no treatment					
SRR7518306	no treatment					
SRR7518307	no treatment					
SRR7518308	no treatment					
SRR7518309	no treatment					
SRR7518310	no treatment					
SRR7518311	no treatment					
SRR7518312	no treatment					
SRR7518313	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518314	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518315	treatment	flavopiridol	200 microM	-1	0	hr
SRR7518316	treatment	flavopiridol	200 microM	-1	0	hr
SRR7518317	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518318	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518319	treatment	flavopiridol	200 microM	-1	0	hr
SRR7518320	treatment	flavopiridol	200 microM	-1	0	hr
SRR7518321	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518322	vehicle	DMSO	NA or not known	-1	0	hr
SRR7518323	treatment	flavopiridol	200 microM	-1	0	hr
SRR7518324	treatment	flavopiridol	200 microM	-1	0	hr
SRR7868785	no treatment					
SRR7868786	no treatment					
SRR7868787	no treatment					
SRR7868788	no treatment					
SRR7868789	no treatment					
SRR7868790	no treatment					
SRR7868791	no treatment					
SRR7868792	no treatment					
SRR7868793	no treatment					
SRR7868794	no treatment					
SRR7868795	no treatment					
SRR7868796	no treatment					
SRR7868797	no treatment					
SRR7868798	no treatment					
SRR7868799	no treatment					
SRR7868800	no treatment					
SRR7868801	no treatment					
SRR7868802	no treatment					
SRR7868803	no treatment					
SRR7868804	no treatment					
SRR7868805	no treatment					
SRR7868806	no treatment					
SRR7868807	no treatment					
SRR7868808	no treatment					
SRR7868809	no treatment					
SRR7868810	no treatment					
SRR7868811	no treatment					
SRR7868812	no treatment					
SRR7868813	no treatment					
SRR7868814	no treatment					
SRR7868815	no treatment					
SRR7868816	no treatment					
SRR7868817	no treatment					
SRR7868818	no treatment					
SRR7868819	no treatment					
SRR7868820	no treatment					
SRR7868821	no treatment					
SRR7868822	no treatment					
SRR8429046	vehicle	ethanol	NA or not known	-10	0	min
SRR8429047	vehicle	ethanol	NA or not known	-10	0	min
SRR8429048	treatment	TNF-alpha	20 ng/mL	-10	0	min
SRR8429049	treatment	TNF-alpha	20 ng/mL	-10	0	min
SRR8429050	treatment	dexamethasone	100 nM	-10	0	min
SRR8429051	treatment	dexamethasone	100 nM	-10	0	min
SRR8429052	treatment	TNF-alpha	20 ng/mL	-10	0	min
SRR8429052	treatment	dexamethasone	100 nM	-10	0	min
SRR8429053	treatment	TNF-alpha	20 ng/mL	-10	0	min
SRR8429053	treatment	dexamethasone	100 nM	-10	0	min
SRR8429054	vehicle	ethanol	NA or not known	-30	0	min
SRR8429055	vehicle	ethanol	NA or not known	-30	0	min
SRR8429056	treatment	TNF-alpha	20 ng/mL	-30	0	min
SRR8429057	treatment	TNF-alpha	20 ng/mL	-30	0	min
SRR8429058	treatment	dexamethasone	100 nM	-30	0	min
SRR8429059	treatment	dexamethasone	100 nM	-30	0	min
SRR8429060	treatment	TNF-alpha	20 ng/mL	-30	0	min
SRR8429060	treatment	dexamethasone	100 nM	-30	0	min
SRR8429061	treatment	TNF-alpha	20 ng/mL	-30	0	min
SRR8429061	treatment	dexamethasone	100 nM	-30	0	min
SRR7041686	vehicle	Mock infection	NA or not known	-4	0	hr
SRR7041686	vehicle	DMSO	0.1%	-1	0	hr
SRR8457217	treatment	HCMV strain TB40/E	MOI 3	-4	0	hr
SRR8457217	vehicle	DMSO	0.1%	-1	0	hr
SRR8457216	treatment	HCMV strain TB40/E	MOI 3	-4	0	hr
SRR8457216	treatment	flavopiridol	1 microM	-1	0	hr
SRR7041689	vehicle	Mock infection	NA or not known	-5760	-5670	min
SRR7041689	vehicle	DMSO	0.1%	-1	0	hr
SRR7041690	vehicle	Mock infection	NA or not known	-5760	-5670	min
SRR7041690	treatment	flavopiridol	1 microM	-1	0	hr
SRR8452661	treatment	HCMV strain Towne varS	NA or not known	-5760	-5670	min
SRR8452661	vehicle	DMSO	0.1%	-1	0	hr
SRR8452660	treatment	HCMV strain Towne varS	NA or not known	-5760	-5670	min
SRR8452660	treatment	flavopiridol	1 microM	-1	0	hr
SRR8463311	vehicle	Mock infection	NA or not known	-5760	-5670	min
SRR8463311	vehicle	DMSO	0.1%	-1	0	hr
SRR8463312	vehicle	Mock infection	NA or not known	-5760	-5670	min
SRR8463312	treatment	flavopiridol	1 microM	-1	0	hr
SRR8456237	treatment	HCMV strain Towne varS	NA or not known	-5760	-5670	min
SRR8456237	vehicle	DMSO	0.1%	-1	0	hr
SRR8456238	treatment	HCMV strain Towne varS	NA or not known	-5760	-5670	min
SRR8456238	treatment	flavopiridol	1 microM	-1	0	hr
SRR8451931	treatment	HCMV strain Towne BAC	NA or not known	-5760	-5670	min
SRR8451931	vehicle	DMSO	0.1%	-1	0	hr
SRR8451932	treatment	HCMV strain Towne BAC	NA or not known	-5760	-5670	min
SRR8451932	treatment	flavopiridol	1 microM	-1	0	hr
SRR7300121	no treatment					
SRR7300122	no treatment					
SRR7300123	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR7300124	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR7300125	no treatment					
SRR7300126	no treatment					
SRR7300127	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR7300128	treatment	embryoid body differentiation protocol	NA or not known	-3	0	day
SRR6026781	vehicle	DMSO	NA or not known	-2	0	hr
SRR6026782	vehicle	DMSO	NA or not known	-2	0	hr
SRR6026783	treatment	thapsigargin	2 microM	-2	0	hr
SRR6026784	treatment	thapsigargin	2 microM	-2	0	hr
SRR3541128	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541129	vehicle	ethanol	0.1%	-1	0	hr
SRR3541130	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541131	vehicle	ethanol	0.1%	-1	0	hr
SRR3541132	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541133	vehicle	ethanol	0.1%	-1	0	hr
SRR3541134	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541135	vehicle	ethanol	0.1%	-1	0	hr
SRR3541136	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541137	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541138	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3541139	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3745363	treatment	17-beta-estradiol	100 nM	-1	0	hr
SRR3745364	vehicle	ethanol	0.1%	-1	0	hr
SRR9007616	no treatment					
SRR9007617	no treatment					
SRR9007619	no treatment					
SRR9007620	no treatment					
SRR9007621	treatment	glucose-free media	NA or not known	-2	0	day
SRR9007622	treatment	glucose-free media	NA or not known	-2	0	day
SRR9007623	treatment	glucose-free media	NA or not known	-2	0	day
SRR9007624	no treatment					
SRR9007625	no treatment					
SRR9007626	no treatment					
SRR9007627	no treatment					
SRR9007628	no treatment					
SRR9007618	no treatment					
SRR11789179	no treatment					
SRR5681049	no treatment					
SRR5681050	no treatment					
SRR5681051	no treatment					
SRR5681052	no treatment					
SRR5681053	no treatment					
SRR5681054	no treatment					
SRR5681055	no treatment					
SRR5681056	no treatment					
SRR5681057	no treatment					
SRR5681058	no treatment					
SRR5681059	no treatment					
SRR5681060	no treatment					
SRR5681061	no treatment					
SRR5681062	no treatment					
SRR5681063	no treatment					
SRR5681065	no treatment					
SRR5681066	no treatment					
SRR5681067	no treatment					
SRR5681068	no treatment					
SRR5681069	no treatment					
SRR5681070	no treatment					
SRR5681071	no treatment					
SRR5681072	no treatment					
SRR6376814	no treatment					
SRR6376816	no treatment					
SRR6376818	no treatment					
SRR6376821	no treatment					
SRR6376823	no treatment					
SRR6376824	no treatment					
SRR6376829	no treatment					
SRR6874223	no treatment					
SRR6874224	no treatment					
SRR6874225	no treatment					
SRR6874226	no treatment					
SRR6874227	no treatment					
SRR6874228	no treatment					
SRR6874229	no treatment					
SRR6874230	no treatment					
SRR6874231	no treatment					
SRR6874232	no treatment					
SRR6874233	no treatment					
SRR6874234	no treatment					
SRR6874235	no treatment					
SRR6874236	no treatment					
SRR6874237	no treatment					
SRR6874238	no treatment					
SRR1661564	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661564	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661565	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661565	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661565	treatment	DRB	100 microM	-3	0	hr
SRR1661566	treatment	doxycycline	2 microg/mL	-3550	-2710	min
SRR1661566	treatment	alpha-amanitin	2.5 microg/mL	-2710	-190	min
SRR1661566	treatment	DRB	100 microM	-190	-10	min
SRR1661567	treatment	doxycycline	2 microg/mL	-3560	-2720	min
SRR1661567	treatment	alpha-amanitin	2.5 microg/mL	-2720	-200	min
SRR1661567	treatment	DRB	100 microM	-200	-20	min
SRR1661568	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661568	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661569	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661569	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661569	treatment	DRB	100 microM	-3	0	hr
SRR1661570	treatment	doxycycline	2 microg/mL	-3550	-2710	min
SRR1661570	treatment	alpha-amanitin	2.5 microg/mL	-2710	-190	min
SRR1661570	treatment	DRB	100 microM	-190	-10	min
SRR1661571	treatment	doxycycline	2 microg/mL	-3560	-2720	min
SRR1661571	treatment	alpha-amanitin	2.5 microg/mL	-2720	-200	min
SRR1661571	treatment	DRB	100 microM	-200	-20	min
SRR1661572	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661572	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661573	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661573	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661573	treatment	DRB	100 microM	-3	0	hr
SRR1661574	treatment	doxycycline	2 microg/mL	-3550	-2710	min
SRR1661574	treatment	alpha-amanitin	2.5 microg/mL	-2710	-190	min
SRR1661574	treatment	DRB	100 microM	-190	-10	min
SRR1661575	treatment	doxycycline	2 microg/mL	-3560	-2720	min
SRR1661575	treatment	alpha-amanitin	2.5 microg/mL	-2720	-200	min
SRR1661575	treatment	DRB	100 microM	-200	-20	min
SRR1661576	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661576	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661577	treatment	doxycycline	2 microg/mL	-59	-45	hr
SRR1661577	treatment	alpha-amanitin	2.5 microg/mL	-45	-3	hr
SRR1661577	treatment	DRB	100 microM	-3	0	hr
SRR1661578	treatment	doxycycline	2 microg/mL	-3550	-2710	min
SRR1661578	treatment	alpha-amanitin	2.5 microg/mL	-2710	-190	min
SRR1661578	treatment	DRB	100 microM	-190	-10	min
SRR1661579	treatment	doxycycline	2 microg/mL	-3560	-2720	min
SRR1661579	treatment	alpha-amanitin	2.5 microg/mL	-2720	-200	min
SRR1661579	treatment	DRB	100 microM	-200	-20	min
SRR579301	no treatment					
SRR579300	no treatment					
SRR579299	no treatment					
SRR579309	no treatment					
SRR579308	no treatment					
